event_id,timestamp,asset_type,user_id,action_type,resource_type,auth_status,failed_auth_attempts_past_10min,ip_address,geo_lat,geo_long,geo_dist_from_baseline_km,farm_lat,farm_long,device_type,device_os,soil_moisture_percent,soil_temp_c,humidity_percent,weather_consistency_score,irrigation_water_volume_liters,sensor_reading_variance,config_change_flag,sensor_signal_strength,anomaly_score,reason
EVT_05633,2026-02-09 21:06,soil_sensor,FARMER_027,read,sensor_data,failure,5,23.146.105.38,22.02816,68.38927,1121.65,36.88752,92.96261,laptop,linux,33.68,23.69,72.67,87.3,1375.17,16.4,1,78.84,91.83,Unusual geographic access; Multiple failed login attempts; Unauthorized configuration change
EVT_05634,2026-01-19 20:55,gateway,FARMER_091,config_change,device_config,success,1,81.145.163.193,33.85427,86.00452,5.6,33.81833,85.96206,PC,linux,58.11,44.44,76.47,53.5,920.33,5.14,0,52.31,39.01,Normal agricultural operation
EVT_05635,2026-01-05 21:48,gateway,FARMER_081,login,auth_session,success,0,20.55.40.45,15.20123,92.98933,4.92,15.24439,92.97912,laptop,linux,29.83,40.12,31.48,74.1,1655.55,21.18,0,76.32,52.74,Normal agricultural operation
EVT_05636,2026-02-09 15:07,gateway,FARMER_086,config_change,device_config,success,0,180.249.231.172,23.52976,84.0257,2.87,23.55061,84.00918,phone,ios,49.72,24.79,57.05,77.63,1685.92,19.86,0,63.87,23.08,Normal agricultural operation
EVT_05637,2026-01-02 07:49,irrigation_controller,FARMER_035,config_change,irrigation_config,success,0,29.129.176.19,33.57227,72.58454,3.16,33.54506,72.57466,PC,windows,40.99,31.37,72.6,82.04,1568.2,27.1,0,93.75,36.63,Normal agricultural operation
EVT_05638,2026-01-01 08:41,gateway,FARMER_106,login,auth_session,failure,0,212.27.42.193,10.05298,71.73508,5.25,10.00716,71.72335,PC,linux,39.57,36.51,38.56,92.52,1537.05,20.62,0,48.72,36.01,Normal agricultural operation
EVT_05639,2026-02-01 07:51,gateway,FARMER_053,config_change,device_config,success,0,140.236.146.240,24.28414,94.06422,2.82,24.27968,94.03686,PC,linux,38.94,37.42,45.92,77.25,1851.63,0.0,0,76.47,22.17,Normal agricultural operation
EVT_05640,2026-01-16 21:22,gateway,FARMER_115,login,auth_session,success,1,172.35.29.80,21.7088,73.5246,0.32,21.70746,73.52189,phone,android,67.26,34.75,77.87,74.31,2609.35,13.94,0,39.92,46.48,Normal agricultural operation
EVT_05641,2026-01-07 20:25,gateway,FARMER_096,login,auth_session,success,0,129.88.32.25,8.37476,83.57561,4.66,8.33295,83.57214,phone,ios,5.41,40.65,72.09,78.19,1823.81,1.32,0,100.0,62.9,Normal agricultural operation
EVT_05642,2026-02-05 19:22,gateway,FARMER_085,login,auth_session,success,0,144.130.134.173,10.85555,81.49464,7.3,10.81099,81.54372,laptop,linux,28.08,33.27,69.55,68.26,2354.95,21.11,0,54.38,34.8,Normal agricultural operation
EVT_05643,2026-02-02 08:15,weather_station,FARMER_064,read,sensor_data,success,1,212.147.84.137,14.23532,84.56546,2.56,14.21287,84.56025,phone,android,46.81,3.18,60.01,89.48,749.46,16.97,0,71.91,41.06,Normal agricultural operation
EVT_05644,2026-02-11 16:47,gateway,FARMER_022,config_change,device_config,success,0,121.199.113.39,8.28942,83.59948,5.7,8.33295,83.57214,laptop,windows,51.33,32.99,41.43,67.51,561.26,10.98,0,30.78,36.01,Normal agricultural operation
EVT_05645,2026-01-26 20:56,irrigation_controller,FARMER_025,config_change,irrigation_config,success,1,219.102.245.133,32.90602,87.43377,4.06,32.92943,87.40036,phone,ios,31.46,53.26,65.63,91.48,1176.28,21.43,0,93.47,26.44,Normal agricultural operation
EVT_05646,2026-01-28 05:39,irrigation_controller,FARMER_082,config_change,irrigation_config,success,1,25.159.0.63,33.50707,69.65344,3.63,33.48293,69.67983,laptop,windows,6.72,34.27,68.38,61.73,555.27,0.95,0,58.21,13.15,Normal agricultural operation
EVT_05647,2026-01-01 08:06,gateway,FARMER_049,transmit,sensor_data,success,1,96.163.15.85,33.81115,85.99373,3.03,33.81833,85.96206,phone,ios,32.68,51.81,54.23,86.84,1104.24,14.45,0,84.41,26.53,Normal agricultural operation
EVT_05648,2026-02-06 17:17,irrigation_controller,FARMER_110,config_change,irrigation_config,success,1,165.83.172.247,7.97585,94.94098,4.54,8.01658,94.94386,PC,linux,38.94,32.19,55.54,55.08,728.67,23.92,0,100.0,18.3,Normal agricultural operation
EVT_05649,2026-02-14 02:45,irrigation_controller,FARMER_062,update,irrigation_config,success,1,54.100.100.4,34.49326,75.16944,3.55,34.52188,75.1522,laptop,linux,38.91,45.75,47.25,66.82,462.86,1.16,0,89.58,55.45,Normal agricultural operation
EVT_05650,2026-01-12 11:08,irrigation_controller,FARMER_081,update,irrigation_config,success,1,10.30.8.95,19.82857,69.26791,573.68,15.24439,92.97912,laptop,linux,0.0,65.0,18.0,39.0,11237.88,63.17,1,33.86,54.54,Unusual geographic access; Sensor spoofing or instability; Abnormal irrigation behavior; Unauthorized configuration change
EVT_05651,2026-01-19 04:03,soil_sensor,FARMER_027,read,sensor_data,success,1,188.14.196.90,36.89789,92.93615,2.62,36.88752,92.96261,phone,ios,50.85,15.92,73.24,74.09,950.48,18.78,0,70.27,33.62,Normal agricultural operation
EVT_05652,2026-02-05 04:37,weather_station,FARMER_059,read,sensor_data,success,1,74.204.6.238,10.08802,94.23345,4.16,10.0588,94.25718,PC,linux,48.77,41.52,59.11,100.0,2069.87,6.15,0,68.04,30.85,Normal agricultural operation
EVT_05653,2026-01-19 14:56,gateway,FARMER_002,config_change,device_config,success,0,166.96.110.28,10.60536,86.15815,5.38,10.63637,86.19594,phone,android,26.58,30.98,61.77,94.56,2299.78,24.11,0,93.38,45.67,Normal agricultural operation
EVT_05654,2026-02-04 08:19,soil_sensor,FARMER_082,read,sensor_data,success,1,147.227.173.244,33.45128,69.69331,3.73,33.48293,69.67983,phone,android,36.35,38.29,100.0,71.34,1940.45,3.09,0,50.62,21.54,Normal agricultural operation
EVT_05655,2026-01-13 22:36,soil_sensor,FARMER_001,read,sensor_data,failure,10,81.100.195.136,10.66364,86.1716,4.03,10.63637,86.19594,phone,android,95.0,5.0,18.0,22.66,1177.07,58.73,0,33.63,88.27,Multiple failed login attempts; Sensor spoofing or instability
EVT_05656,2026-01-12 20:07,gateway,FARMER_006,transmit,sensor_data,success,0,116.88.89.151,15.10208,72.2691,1028.55,8.33295,83.57214,phone,ios,56.35,20.31,70.62,99.44,1147.06,19.79,1,65.53,54.15,Unusual geographic access; Unauthorized configuration change
EVT_05657,2026-01-23 22:25,soil_sensor,FARMER_030,read,sensor_data,success,1,214.161.78.227,20.22115,89.14322,6.12,20.271,89.168,laptop,linux,44.64,29.16,72.34,78.75,1323.87,16.82,0,84.53,25.8,Normal agricultural operation
EVT_05658,2026-02-12 23:13,soil_sensor,FARMER_112,read,sensor_data,success,0,219.56.124.113,21.7148,73.53396,1.49,21.70746,73.52189,laptop,windows,54.87,31.35,52.48,78.96,289.0,12.16,0,100.0,35.82,Normal agricultural operation
EVT_05659,2026-01-26 21:31,weather_station,FARMER_075,read,sensor_data,success,1,208.245.228.188,36.09356,72.84076,1.79,36.10089,72.82302,laptop,windows,46.17,29.27,65.07,73.33,2148.53,6.26,0,71.07,47.35,Normal agricultural operation
EVT_05660,2026-01-23 08:49,soil_sensor,FARMER_033,read,sensor_data,success,1,99.236.58.193,9.64569,92.73492,1.5,9.65779,92.72888,laptop,windows,16.12,33.19,27.03,84.24,1535.53,1.15,0,73.95,41.02,Normal agricultural operation
EVT_05661,2026-01-21 03:00,gateway,FARMER_083,login,auth_session,success,0,65.141.159.125,20.14965,95.13531,3.13,20.15752,95.10648,phone,android,24.11,27.56,64.72,79.4,1175.67,11.35,0,89.93,37.98,Normal agricultural operation
EVT_05662,2026-01-30 22:43,irrigation_controller,FARMER_093,update,irrigation_config,failure,7,158.72.176.7,11.78197,76.61191,668.19,24.27968,94.03686,PC,windows,0.0,5.0,95.0,27.17,1812.95,65.11,1,18.09,86.75,Unusual geographic access; Multiple failed login attempts; Sensor spoofing or instability; Unauthorized configuration change
EVT_05663,2026-01-01 21:38,gateway,FARMER_052,transmit,sensor_data,success,0,206.132.69.165,24.10576,76.56116,4.58,24.11728,76.60453,phone,ios,46.85,27.92,45.32,88.72,1354.2,12.76,0,80.89,35.94,Normal agricultural operation
EVT_05664,2026-01-14 13:32,weather_station,FARMER_044,read,sensor_data,success,1,12.81.107.123,26.56022,74.50222,3.45,26.54338,74.47311,laptop,windows,63.33,39.11,45.7,94.31,1982.43,28.57,0,77.96,39.8,Normal agricultural operation
EVT_05665,2026-01-12 17:25,soil_sensor,FARMER_072,read,sensor_data,success,1,212.88.220.244,27.48464,89.8268,2.33,27.47902,89.80407,phone,android,47.1,19.75,36.26,71.35,1150.86,28.56,0,65.27,37.42,Normal agricultural operation
EVT_05666,2026-01-03 09:14,gateway,FARMER_029,login,auth_session,success,1,134.131.214.96,22.10018,69.70183,1.85,22.08359,69.70043,PC,linux,42.98,36.8,72.92,85.73,1595.74,0.0,0,100.0,22.64,Normal agricultural operation
EVT_05667,2026-01-05 00:20,irrigation_controller,FARMER_118,config_change,irrigation_config,success,0,28.30.226.134,19.00768,90.71034,3.5,18.99022,90.73805,PC,windows,28.51,37.1,59.77,57.51,1125.83,17.86,0,46.45,35.55,Normal agricultural operation
EVT_05668,2026-02-08 16:59,irrigation_controller,FARMER_066,update,irrigation_config,success,0,107.34.161.151,21.20183,96.86214,0.9,21.19524,96.86726,PC,windows,26.58,43.54,78.82,87.24,1747.92,24.17,0,96.36,22.12,Normal agricultural operation
EVT_05669,2026-01-21 16:10,gateway,FARMER_035,login,auth_session,success,0,86.19.137.218,19.76947,95.01307,5.16,19.78494,94.96655,laptop,linux,57.04,29.5,66.31,69.91,1194.87,18.91,0,90.6,35.97,Normal agricultural operation
EVT_05670,2026-01-23 10:38,gateway,FARMER_030,login,auth_session,success,0,37.242.47.14,20.75113,74.52594,5.24,20.7049,74.51622,laptop,windows,28.68,30.65,44.0,98.37,2134.54,25.65,0,66.64,29.23,Normal agricultural operation
EVT_05671,2026-01-01 16:25,gateway,FARMER_005,login,auth_session,success,0,27.152.190.100,20.15188,95.0944,1.41,20.15752,95.10648,laptop,linux,43.07,23.41,74.54,87.9,866.94,23.64,0,44.68,65.0,Normal agricultural operation
EVT_05672,2026-01-08 02:48,gateway,FARMER_006,login,auth_session,success,0,110.75.8.175,8.32018,83.61806,5.25,8.33295,83.57214,PC,linux,53.44,32.64,57.95,94.76,2303.97,0.0,0,75.96,34.52,Normal agricultural operation
EVT_05673,2026-01-12 22:17,irrigation_controller,FARMER_051,config_change,irrigation_config,success,1,11.171.135.50,9.64296,92.67908,5.7,9.65779,92.72888,PC,linux,41.14,22.49,63.74,74.14,983.03,15.22,0,85.31,18.15,Normal agricultural operation
EVT_05674,2026-02-14 02:11,irrigation_controller,FARMER_018,update,irrigation_config,success,1,78.124.76.213,31.11196,74.04385,5.35,31.08755,74.09222,PC,linux,35.88,26.35,71.18,86.4,790.9,12.76,0,71.05,33.39,Normal agricultural operation
EVT_05675,2026-02-03 17:01,gateway,FARMER_042,transmit,sensor_data,success,1,53.202.152.243,23.9747,92.22281,2.81,23.95943,92.2448,PC,windows,51.44,37.38,60.63,82.92,1851.92,25.0,0,100.0,41.23,Normal agricultural operation
EVT_05676,2026-01-12 16:27,irrigation_controller,FARMER_060,config_change,irrigation_config,success,1,3.41.52.1,17.17408,95.33665,3.0,17.14814,95.34438,laptop,linux,68.41,36.06,25.43,82.0,1314.31,1.3,0,61.2,55.08,Normal agricultural operation
EVT_05677,2026-01-16 11:17,irrigation_controller,FARMER_118,config_change,irrigation_config,success,0,67.233.111.46,19.02628,90.76482,4.9,18.99022,90.73805,phone,ios,40.05,32.81,62.62,76.14,1875.28,1.0,0,80.89,27.93,Normal agricultural operation
EVT_05678,2026-02-12 09:26,gateway,FARMER_107,config_change,device_config,success,1,187.219.249.6,36.05803,89.66866,4.35,36.09257,89.69129,laptop,windows,39.59,22.42,75.66,71.23,1636.2,20.81,0,76.94,16.01,Normal agricultural operation
EVT_05679,2026-02-05 20:10,gateway,FARMER_013,config_change,device_config,success,1,197.144.89.55,14.19118,84.54734,2.78,14.21287,84.56025,laptop,windows,64.78,20.98,62.56,88.28,447.5,32.61,0,79.33,44.8,Normal agricultural operation
EVT_05680,2026-01-19 13:50,soil_sensor,FARMER_005,read,sensor_data,success,1,65.47.206.215,20.20019,95.12152,5.0,20.15752,95.10648,PC,linux,41.01,23.29,56.66,82.74,1902.76,20.87,0,86.81,18.43,Normal agricultural operation
EVT_05681,2026-01-30 07:45,gateway,FARMER_086,config_change,device_config,success,0,9.119.192.154,23.59663,83.99972,5.21,23.55061,84.00918,PC,windows,25.65,29.13,60.38,65.01,2077.79,17.7,0,91.56,29.77,Normal agricultural operation
EVT_05682,2026-01-31 20:26,gateway,FARMER_006,transmit,sensor_data,success,1,46.165.71.54,8.37881,83.59645,5.76,8.33295,83.57214,PC,linux,19.56,12.01,93.92,87.52,1321.53,11.6,0,70.42,31.91,Normal agricultural operation
EVT_05683,2026-01-18 21:30,irrigation_controller,FARMER_063,config_change,irrigation_config,success,1,63.209.149.148,21.19144,96.90219,3.65,21.19524,96.86726,phone,android,32.06,40.5,53.37,77.35,821.33,33.58,0,88.42,34.16,Normal agricultural operation
EVT_05684,2026-01-09 19:07,gateway,FARMER_042,login,auth_session,success,0,198.140.254.79,23.99041,92.2466,3.45,23.95943,92.2448,phone,android,55.05,32.47,61.85,86.65,917.87,16.75,0,97.35,43.27,Normal agricultural operation
EVT_05685,2026-01-28 22:15,gateway,FARMER_022,transmit,sensor_data,success,0,23.87.243.123,19.7023,75.17568,4.72,19.67602,75.21103,laptop,windows,37.24,22.42,51.91,96.49,1160.8,18.08,0,87.72,26.8,Normal agricultural operation
EVT_05686,2026-01-10 12:17,irrigation_controller,FARMER_112,update,irrigation_config,success,0,182.194.4.125,21.72792,73.48436,4.5,21.70746,73.52189,phone,android,37.91,46.92,78.44,70.41,1376.06,23.98,0,75.41,31.72,Normal agricultural operation
EVT_05687,2026-01-20 14:24,gateway,FARMER_029,config_change,device_config,success,0,209.231.72.168,22.1156,69.72348,4.28,22.08359,69.70043,PC,windows,47.53,21.82,32.91,88.48,1805.25,41.07,0,82.25,34.83,Normal agricultural operation
EVT_05688,2026-01-11 01:59,gateway,FARMER_109,login,auth_session,failure,0,126.211.226.40,10.34335,76.01288,6.22,10.31397,76.06123,laptop,windows,40.48,33.5,70.19,78.81,965.91,12.03,0,16.73,36.8,Normal agricultural operation
EVT_05689,2026-01-01 10:46,irrigation_controller,FARMER_044,config_change,irrigation_config,success,0,35.144.236.207,26.5021,74.4415,5.56,26.54338,74.47311,laptop,linux,43.19,38.67,58.31,100.0,1985.18,6.81,0,85.44,36.17,Normal agricultural operation
EVT_05690,2026-01-12 09:39,weather_station,FARMER_001,read,sensor_data,success,0,120.127.226.109,10.68583,86.18865,5.56,10.63637,86.19594,PC,windows,26.62,27.96,74.24,82.86,1334.89,14.04,0,85.54,40.23,Normal agricultural operation
EVT_05691,2026-01-07 11:07,gateway,FARMER_044,login,auth_session,success,1,106.170.133.65,26.52653,74.50842,3.98,26.54338,74.47311,phone,ios,30.52,39.72,58.97,44.38,1910.33,26.53,0,81.0,45.13,Normal agricultural operation
EVT_05692,2026-02-06 17:02,irrigation_controller,FARMER_034,update,irrigation_config,success,0,145.234.60.31,19.60062,82.73674,4.6,19.58261,82.77626,PC,linux,37.5,34.45,85.37,80.22,1535.98,14.48,0,99.77,39.71,Normal agricultural operation
EVT_05693,2026-01-10 20:18,weather_station,FARMER_113,read,sensor_data,success,0,150.110.165.51,30.93539,79.0361,4.87,30.9703,79.06696,phone,ios,28.32,33.48,55.68,100.0,1211.26,14.33,0,50.17,40.44,Normal agricultural operation
EVT_05694,2026-02-14 14:45,gateway,FARMER_053,transmit,sensor_data,success,0,57.235.34.55,24.27681,94.02454,1.29,24.27968,94.03686,phone,ios,17.42,41.23,76.42,63.09,1828.46,20.18,0,83.22,16.01,Normal agricultural operation
EVT_05695,2026-01-28 21:41,gateway,FARMER_062,config_change,device_config,success,0,144.13.201.189,34.55558,75.18023,4.54,34.52188,75.1522,phone,ios,47.23,11.14,56.48,90.28,57.94,9.4,0,63.59,35.6,Normal agricultural operation
EVT_05696,2026-02-11 07:30,gateway,FARMER_066,transmit,sensor_data,success,1,69.129.76.209,21.16517,96.91635,6.09,21.19524,96.86726,phone,ios,46.33,38.54,51.61,71.74,1815.34,15.15,0,60.95,40.75,Normal agricultural operation
EVT_05697,2026-02-14 10:10,irrigation_controller,FARMER_058,update,irrigation_config,success,1,192.79.119.227,9.99428,71.67894,5.07,10.00716,71.72335,phone,ios,44.43,25.96,67.11,81.45,2488.94,16.44,0,81.19,43.75,Normal agricultural operation
EVT_05698,2026-01-17 04:22,irrigation_controller,FARMER_013,config_change,irrigation_config,success,0,157.212.99.238,8.74215,83.80025,3.06,8.76954,83.8033,laptop,linux,49.75,30.72,69.46,63.71,529.2,20.94,0,85.23,26.69,Normal agricultural operation
EVT_05699,2026-01-24 05:25,soil_sensor,FARMER_095,read,sensor_data,success,0,148.4.68.217,17.78337,74.42084,4.35,17.80448,74.3863,PC,windows,49.77,31.77,65.31,74.87,1352.27,43.13,0,72.63,27.09,Normal agricultural operation
EVT_05700,2026-01-11 15:51,gateway,FARMER_056,login,auth_session,success,1,209.234.90.76,30.07141,83.33527,6.32,30.11281,83.38026,PC,windows,22.33,16.1,59.77,60.68,1069.06,24.55,0,65.69,28.11,Normal agricultural operation
EVT_05701,2026-02-05 18:09,irrigation_controller,FARMER_098,update,irrigation_config,success,0,68.162.94.83,8.0442,94.96047,3.57,8.01658,94.94386,phone,android,0.0,65.0,95.0,27.96,1320.99,98.84,0,24.03,55.56,Sensor spoofing or instability
EVT_05702,2026-02-09 10:05,gateway,FARMER_081,config_change,device_config,success,1,67.26.173.242,21.68673,73.55148,3.83,21.70746,73.52189,PC,linux,57.78,37.99,57.52,67.43,2694.81,23.06,0,96.47,41.44,Normal agricultural operation
EVT_05703,2026-01-09 08:40,irrigation_controller,FARMER_040,update,irrigation_config,success,0,94.101.86.73,15.24966,93.68325,4.88,15.23636,93.63991,phone,android,38.46,31.58,36.25,75.55,2991.3,13.9,0,80.19,47.41,Normal agricultural operation
EVT_05704,2026-01-03 00:02,gateway,FARMER_080,transmit,sensor_data,success,0,207.97.7.28,25.2981,71.44067,5.92,25.25602,71.47671,phone,ios,21.87,44.68,75.65,83.29,994.67,10.69,0,75.29,30.11,Normal agricultural operation
EVT_05705,2026-01-25 06:13,irrigation_controller,FARMER_018,update,irrigation_config,success,1,159.86.242.101,33.51073,72.55175,4.37,33.54506,72.57466,laptop,windows,58.28,19.39,44.56,78.21,837.79,19.98,0,79.22,45.9,Normal agricultural operation
EVT_05706,2026-01-06 01:46,gateway,FARMER_036,transmit,sensor_data,success,1,29.43.167.109,30.12456,83.33332,4.7,30.11281,83.38026,phone,ios,56.51,38.89,92.72,77.87,854.62,0.83,0,72.53,36.48,Normal agricultural operation
EVT_05707,2026-01-11 21:00,irrigation_controller,FARMER_114,config_change,irrigation_config,success,1,58.110.128.200,21.19568,75.61513,4.83,21.15799,75.63828,phone,ios,42.45,20.49,60.15,83.32,1674.24,4.08,0,73.65,33.51,Normal agricultural operation
EVT_05708,2026-01-23 09:01,irrigation_controller,FARMER_060,update,irrigation_config,success,1,202.138.250.32,17.17935,95.3116,4.92,17.14814,95.34438,laptop,windows,59.69,26.64,94.62,93.77,1936.92,18.3,0,84.12,32.46,Normal agricultural operation
EVT_05709,2026-01-10 07:32,gateway,FARMER_065,login,auth_session,success,0,64.204.182.211,32.56904,89.18239,2.1,32.57734,89.16222,PC,linux,24.33,31.36,52.8,61.32,1252.01,18.27,0,48.2,43.96,Normal agricultural operation
EVT_05710,2026-01-07 03:06,irrigation_controller,FARMER_109,update,irrigation_config,success,0,198.174.61.68,10.33608,76.08793,3.82,10.31397,76.06123,phone,ios,31.85,44.85,37.39,84.26,1078.64,16.65,0,100.0,38.91,Normal agricultural operation
EVT_05711,2026-01-28 17:03,gateway,FARMER_088,transmit,sensor_data,success,0,100.24.247.214,20.2487,82.61806,4.14,20.23573,82.6553,PC,windows,37.05,22.79,36.51,79.99,963.55,32.36,0,74.08,62.31,Normal agricultural operation
EVT_05712,2026-01-19 07:22,gateway,FARMER_026,transmit,sensor_data,success,0,174.179.195.215,13.83604,86.8678,2.32,13.83338,86.84646,phone,android,39.7,34.56,97.92,95.96,1728.84,22.23,0,82.44,24.77,Normal agricultural operation
EVT_05713,2026-02-13 20:12,gateway,FARMER_035,config_change,device_config,success,1,124.254.201.145,33.55523,72.53882,3.51,33.54506,72.57466,phone,ios,32.45,45.32,57.31,73.38,1611.98,11.91,0,95.09,41.22,Normal agricultural operation
EVT_05714,2026-01-11 23:57,soil_sensor,FARMER_028,read,sensor_data,success,0,52.87.135.171,10.65898,86.23838,5.28,10.63637,86.19594,laptop,linux,45.5,42.9,62.28,61.68,1997.52,0.0,0,57.08,28.65,Normal agricultural operation
EVT_05715,2026-01-24 12:47,irrigation_controller,FARMER_028,config_change,irrigation_config,success,0,215.192.208.248,15.26724,92.95495,3.63,15.24439,92.97912,PC,linux,59.62,23.18,60.73,96.94,1252.93,3.99,0,84.15,24.57,Normal agricultural operation
EVT_05716,2026-02-01 06:47,gateway,FARMER_082,transmit,sensor_data,success,1,60.175.59.222,21.2266,96.87742,3.64,21.19524,96.86726,PC,windows,16.78,32.63,50.37,98.6,1016.77,3.94,0,96.85,34.87,Normal agricultural operation
EVT_05717,2026-02-03 08:01,irrigation_controller,FARMER_106,config_change,irrigation_config,success,0,40.246.17.150,27.19001,71.37853,6.19,27.23827,71.34743,PC,linux,42.8,29.38,85.6,86.95,2538.79,5.05,0,64.44,36.65,Normal agricultural operation
EVT_05718,2026-02-03 12:42,soil_sensor,FARMER_062,read,sensor_data,success,1,168.48.58.44,21.16674,75.60222,3.86,21.15799,75.63828,phone,android,52.61,24.94,63.05,87.94,1743.49,1.94,0,78.93,65.0,Normal agricultural operation
EVT_05719,2026-01-09 06:35,gateway,FARMER_088,config_change,device_config,success,1,107.237.250.208,20.2305,82.70517,5.24,20.23573,82.6553,phone,ios,46.84,28.88,62.91,100.0,699.17,23.25,0,98.65,32.79,Normal agricultural operation
EVT_05720,2026-02-14 20:56,weather_station,FARMER_018,read,sensor_data,success,1,81.88.155.28,33.50505,72.62296,6.31,33.54506,72.57466,phone,ios,38.16,17.85,71.29,91.79,1430.21,21.76,0,80.79,21.44,Normal agricultural operation
EVT_05721,2026-02-03 07:57,irrigation_controller,FARMER_016,update,irrigation_config,success,1,99.91.6.24,15.70232,85.62437,6.21,15.74236,85.6648,PC,linux,58.9,40.58,64.3,72.74,1038.91,18.66,0,62.4,38.28,Normal agricultural operation
EVT_05722,2026-01-06 01:47,irrigation_controller,FARMER_026,update,irrigation_config,success,1,14.91.115.38,13.78969,86.81225,6.1,13.83338,86.84646,phone,ios,56.27,29.25,67.07,77.28,1091.46,12.91,0,73.06,10.1,Normal agricultural operation
EVT_05723,2026-02-06 22:30,gateway,FARMER_088,login,auth_session,success,1,134.182.111.133,20.26103,82.67155,3.28,20.23573,82.6553,PC,linux,46.77,31.43,73.48,77.71,1721.84,12.21,0,68.74,33.9,Normal agricultural operation
EVT_05724,2026-01-27 10:02,soil_sensor,FARMER_111,read,sensor_data,success,1,199.38.156.136,20.323,90.32462,5.89,20.2837,90.36246,PC,linux,39.88,16.41,75.64,79.62,1751.58,11.12,0,91.65,35.19,Normal agricultural operation
EVT_05725,2026-01-30 16:07,weather_station,FARMER_111,read,sensor_data,success,1,189.0.99.190,10.64815,74.1355,599.63,15.23636,93.63991,PC,windows,0.0,65.0,95.0,47.16,13589.73,59.65,0,13.89,87.02,Unusual geographic access; Sensor spoofing or instability; Abnormal irrigation behavior
EVT_05726,2026-02-05 03:00,soil_sensor,FARMER_039,read,sensor_data,success,0,24.104.92.183,8.0455,94.93701,3.3,8.01658,94.94386,PC,linux,36.44,23.72,56.5,88.81,588.13,10.38,0,100.0,44.54,Normal agricultural operation
EVT_05727,2026-02-10 22:31,weather_station,FARMER_079,read,sensor_data,success,0,27.22.10.40,15.25565,92.98231,1.3,15.24439,92.97912,PC,linux,53.75,31.28,62.86,72.87,1700.97,18.5,0,87.08,46.68,Normal agricultural operation
EVT_05728,2026-01-09 11:07,gateway,FARMER_035,config_change,device_config,success,1,154.65.143.240,17.36728,72.71633,1046.16,19.78494,94.96655,PC,windows,0.0,65.0,18.0,38.84,1609.1,54.2,0,31.88,46.82,Unusual geographic access; Sensor spoofing or instability
EVT_05729,2026-01-19 16:41,weather_station,FARMER_109,read,sensor_data,success,0,78.140.240.190,10.27909,76.06666,3.92,10.31397,76.06123,laptop,linux,11.89,8.71,73.64,92.15,1705.95,7.42,0,100.0,28.96,Normal agricultural operation
EVT_05730,2026-01-27 10:06,soil_sensor,FARMER_102,read,sensor_data,success,0,4.63.111.203,29.35124,70.52569,0.84,29.35767,70.52123,PC,windows,34.24,40.09,86.83,84.98,1708.41,21.37,0,88.43,33.19,Normal agricultural operation
EVT_05731,2026-01-15 03:10,gateway,FARMER_038,transmit,sensor_data,success,1,197.14.39.21,8.78219,83.84904,5.22,8.76954,83.8033,laptop,windows,75.54,27.51,64.49,86.21,991.56,29.07,0,85.64,25.81,Normal agricultural operation
EVT_05732,2026-02-10 12:08,irrigation_controller,FARMER_100,config_change,irrigation_config,failure,12,45.233.117.170,10.80625,81.58819,4.89,10.81099,81.54372,phone,ios,95.0,5.0,18.0,26.17,1460.26,86.68,0,16.65,80.67,Multiple failed login attempts; Sensor spoofing or instability
EVT_05733,2026-01-31 05:41,soil_sensor,FARMER_097,read,sensor_data,success,0,197.88.44.107,34.18549,84.89399,3.16,34.21393,84.89278,PC,linux,49.19,44.33,44.8,79.22,2064.43,14.76,0,87.98,21.46,Normal agricultural operation
EVT_05734,2026-01-18 16:45,irrigation_controller,FARMER_001,update,irrigation_config,success,1,1.7.196.142,10.65611,86.16342,4.18,10.63637,86.19594,phone,ios,30.37,23.42,82.97,100.0,1300.35,16.76,0,71.68,38.72,Normal agricultural operation
EVT_05735,2026-02-06 09:13,weather_station,FARMER_010,read,sensor_data,success,0,167.192.250.249,21.76624,93.34907,5.35,21.78319,93.30056,phone,ios,48.27,41.57,77.27,83.21,868.72,10.59,0,87.02,19.72,Normal agricultural operation
EVT_05736,2026-01-27 21:17,soil_sensor,FARMER_052,read,sensor_data,success,0,72.120.147.217,10.0849,95.01553,6.94,10.12456,95.06452,phone,android,16.84,43.07,66.16,88.93,1851.87,32.05,0,59.93,30.02,Normal agricultural operation
EVT_05737,2026-01-18 13:12,gateway,FARMER_031,config_change,device_config,failure,9,128.142.131.62,36.04715,89.72876,6.07,36.09257,89.69129,phone,android,60.75,41.45,65.22,97.93,9984.51,18.77,1,93.67,72.56,Multiple failed login attempts; Abnormal irrigation behavior; Unauthorized configuration change
EVT_05738,2026-01-03 01:07,irrigation_controller,FARMER_070,update,irrigation_config,success,0,12.25.223.103,11.13544,85.58729,6.22,11.10404,85.54006,phone,android,30.83,21.06,79.32,87.04,1728.94,34.83,0,75.81,23.06,Normal agricultural operation
EVT_05739,2026-01-29 07:41,irrigation_controller,FARMER_072,config_change,irrigation_config,success,0,67.27.61.32,27.50344,89.79449,2.88,27.47902,89.80407,PC,windows,50.96,24.48,63.92,77.97,818.96,8.08,0,75.39,41.6,Normal agricultural operation
